County,State,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,LACCESS_POP15,LACCESS_LOWI15,LACCESS_HHNV15,LACCESS_CHILD15,LACCESS_SENIORS15,GROC16,SUPERC16,CONVS16,SPECS16,WICS16,GROCPTH16,SUPERCPTH16,CONVSPTH16,SPECSPTH16,WICSPTH16,FFR16,FSR16,FFRPTH16,FSRPTH16,FOODINSEC_15_17,VLFOODSEC_15_17,FMRKT_WIC18,FMRKT_WICCASH18,POVRATE15,CHILDPOVRATE15,PCT_WIC17
Phelps County,Missouri,"44,806","44,762","44,686",6322.77549,3010.840962,528.0215261,1394.948827,754.4502039,8,1,22,3,4,0.178459891,0.0223075,0.490764701,0.066922459,0.089361511,34,36,0.758454537,0.80306951,17.2,6.6,0,0,19.1,25.1,1.956644429
Pike County,Missouri,"18,402","18,495","18,546",4537.615072,1824.959321,283.5765034,1139.689824,768.0174444,2,1,10,0,3,0.108084738,0.0540424,0.540423692,0,0.162206009,9,16,0.486381323,0.864677907,17.2,6.6,0,0,18.2,25.6,1.956644429
Platte County,Missouri,"96,434","98,627","101,219",31202.07413,5810.939028,742.515483,7958.967999,3124.411009,10,1,24,5,7,0.101365392,0.0101365,0.24327694,0.0506827,0.070974477,63,78,0.638601969,0.790650056,17.2,6.6,0,0,7.6,9.5,1.956644429
Polk County,Missouri,"31,264","31,396","31,766",1767.357583,780.6523344,213.7607667,434.3463726,403.3953467,2,1,11,0,2,0.063669935,0.031835,0.350184643,0,0.063702382,14,20,0.445689545,0.636699351,17.2,6.6,0,0,17.5,26,1.956644429
Pulaski County,Missouri,"53,169","52,393","51,846",17876.82559,6966.884433,438.7571248,3367.622565,398.051462,5,1,23,3,6,0.09503716,0.0190074,0.437170934,0.0570223,0.114519112,22,37,0.418163502,0.703274981,17.2,6.6,0,0,16.2,17.5,1.956644429
Putnam County,Missouri,"4,858","4,821","4,796",1327.59401,607.5925491,55.62409477,292.07352,281.1028935,2,0,3,0,2,0.413992962,0,0.620989443,0,0.414851695,1,3,0.206996481,0.620989443,17.2,6.6,0,0,18,27.8,1.956644429
Ralls County,Missouri,"10,161","10,222","10,222",908.1122897,224.1537635,187.4897376,195.0715842,167.8250104,2,0,8,0,2,0.19554165,0,0.782166601,0,0.195656434,0,5,0,0.488854126,17.2,6.6,0,0,11.5,16.1,1.956644429
Randolph County,Missouri,"25,030","24,956","24,932",3141.649282,1543.1726,152.7913062,722.9329608,579.801178,4,1,10,0,3,0.160192231,0.0400481,0.400480577,0,0.120211571,13,20,0.52062475,0.800961153,17.2,6.6,0,0,20,26.5,1.956644429
Ray County,Missouri,"22,772","22,720","22,839",4505.493222,1560.185623,456.7303508,1115.433005,638.5391071,0,1,12,0,1,0,0.0440121,0.528145768,0,0.044014085,8,7,0.352097179,0.308085031,17.2,6.6,0,0,11.1,16.1,1.956644429
Reynolds County,Missouri,"6,297","6,352","6,268",3001.19231,1373.918073,178.3991378,665.6723078,600.3429926,2,0,9,0,1,0.313971743,0,1.412872841,0,0.157430723,1,3,0.156985871,0.470957614,17.2,6.6,0,0,21.5,34.3,1.956644429
Ripley County,Missouri,"13,788","13,775","13,569",2923.875162,1533.875451,200.576143,646.7420961,557.4805862,3,0,10,1,2,0.217691024,0,0.725636746,0.072563675,0.145190567,8,3,0.580509397,0.217691024,17.2,6.6,0,0,25.4,39.3,1.956644429
St. Charles County,Missouri,"385,039","390,599","395,245",136448.0807,19515.21565,2163.8431,36122.4321,14684.42081,44,7,109,22,30,0.112591,0.0179122,0.278918615,0.0562955,0.076805115,286,283,0.731841503,0.724164843,17.2,6.6,0,0,6.3,7.8,1.956644429
St. Clair County,Missouri,"9,412","9,290","9,385",915.8816817,449.4682619,237.2844788,148.4732335,234.6006206,3,0,9,1,3,0.322823631,0,0.968470892,0.107607877,0.322927892,1,6,0.107607877,0.645647261,17.2,6.6,0,0,22.6,36.2,1.956644429
Ste. Genevieve County,Missouri,"17,817","17,891","17,813",3667.970409,1351.606635,179.4783997,938.2142917,483.1549566,2,0,9,1,1,0.111856823,0,0.503355705,0.0559284,0.055894025,6,13,0.33557047,0.727069351,17.2,6.6,0,0,10.9,16.6,1.956644429
St. Francois County,Missouri,"66,228","66,350","66,653",9875.659119,3353.523946,627.8930164,1733.060076,1134.606121,14,2,30,2,10,0.210865603,0.0301237,0.451854864,0.0301237,0.150715902,48,40,0.722967783,0.602473152,17.2,6.6,0,0,18.2,25.4,1.956644429
St. Louis County,Missouri,"1,001,213","998,025","996,648",267303.2333,59938.87203,6507.854826,66277.16299,37339.1197,181,19,316,74,85,0.181323481,0.019034,0.316564752,0.074132252,0.085168205,837,746,0.838495877,0.747333243,17.2,6.6,0,0,10.3,14,1.956644429
Saline County,Missouri,"23,212","23,080","22,924",6424.666824,2691.468306,279.1095874,1591.96354,923.5236443,4,1,19,3,4,0.175039384,0.0437598,0.831437073,0.131279538,0.17331022,13,13,0.568877998,0.568877998,17.2,6.6,0,0,16.5,22.4,1.956644429
Schuyler County,Missouri,"4,502","4,501","4,514",3644.476508,1649.051337,93.09585658,913.5632912,725.654425,1,0,3,0,,0.222667557,0,0.668002672,0,,0,2,0,0.445335115,17.2,6.6,0,0,18.3,31.6,1.956644429
Scotland County,Missouri,"4,820","4,902","4,963",465.9907224,184.9935784,43.65421029,143.7234852,86.0228116,3,0,2,0,1,0.611246944,0,0.407497963,0,0.203998372,1,4,0.203748981,0.814995925,17.2,6.6,0,0,15.8,25,1.956644429
Scott County,Missouri,"38,999","38,761","38,566",9048.497508,4538.98987,512.0069447,2487.975022,1157.588338,10,0,21,1,7,0.258244454,0,0.542313354,0.0258244,0.180593893,22,27,0.568137799,0.697260026,17.2,6.6,0,0,18.1,25.8,1.956644429
Shannon County,Missouri,"8,277","8,226","8,239",1399.954838,628.0816597,113.070818,307.5263221,276.3718408,3,0,6,0,2,0.363901019,0,0.727802038,0,0.243131533,1,5,0.12130034,0.606501698,17.2,6.6,0,0,23.9,42.6,1.956644429
Shelby County,Missouri,"6,102","6,045","6,017",2455.093473,1239.971141,92.50030333,666.7772763,453.483052,3,0,5,0,2,0.495785821,0,0.826309701,0,0.330851942,1,5,0.16526194,0.826309701,17.2,6.6,0,0,16.8,24.4,1.956644429
Stoddard County,Missouri,"29,733","29,490","29,346",1864.532811,697.167077,336.6557186,466.4764289,255.8229689,7,1,18,0,8,0.237424957,0.0339179,0.610521317,0,0.271278411,16,19,0.542685615,0.644439168,17.2,6.6,0,0,19,26.4,1.956644429
Stone County,Missouri,"31,307","31,481","31,658",509.7336426,176.2674414,421.7877655,127.2508939,64.71896438,5,1,21,1,4,0.158559016,0.0317118,0.665947866,0.0317118,0.127060771,15,26,0.475677047,0.824506881,17.2,6.6,0,0,14.8,25.8,1.956644429
Sullivan County,Missouri,"6,363","6,327","6,199",1829.461324,802.9799394,112.8126063,442.5286716,331.7093123,4,0,6,0,2,0.630616428,0,0.945924641,0,0.316105574,2,1,0.315308214,0.157654107,17.2,6.6,0,0,17.4,23.2,1.956644429
Taney County,Missouri,"54,211","54,584","55,125",15577.63394,8093.961659,683.9687075,3333.496028,2879.906123,10,1,37,12,8,0.182651738,0.0182652,0.67581143,0.219182086,0.146563098,61,88,1.114175601,1.607335294,17.2,6.6,0,0,16,25,1.956644429
Texas County,Missouri,"25,652","25,801","25,685",4700.895547,1515.485124,318.1730631,1105.306613,803.1963128,5,1,10,0,4,0.193408634,0.0386817,0.386817268,0,0.155032754,10,22,0.386817268,0.850997989,17.2,6.6,0,0,23.3,33.4,1.956644429
Vernon County,Missouri,"20,758","20,652","20,536",6776.822773,3093.667787,442.1121422,1734.871818,1173.77913,1,1,13,1,2,0.0486523,0.0486523,0.632480296,0.0486523,0.096842922,11,15,0.535175635,0.729784957,17.2,6.6,0,0,18.5,28.1,1.956644429
Warren County,Missouri,"33,490","33,825","34,365",1594.884748,685.9413869,387.7188627,519.2601933,132.017356,6,1,9,2,3,0.177436049,0.0295727,0.266154074,0.0591453,0.088691793,15,21,0.443590123,0.621026172,17.2,6.6,0,0,12.3,18.8,1.956644429
Washington County,Missouri,"24,786","24,849","25,008",4577.932294,2304.696062,567.5291423,950.8193429,503.9116166,1,1,17,3,3,0.0402706,0.0402706,0.684600515,0.120811856,0.120729208,8,7,0.322164948,0.28189433,17.2,6.6,0,0,20.7,32.6,1.956644429
Wayne County,Missouri,"13,420","13,227","13,305",4681.674027,2280.818373,301.1371224,1014.564462,958.763985,3,0,8,0,1,0.227152268,0,0.605739381,0,0.075602934,5,9,0.378587113,0.681456803,17.2,6.6,0,0,24.3,37.7,1.956644429
Webster County,Missouri,"37,542","38,091","38,683",2836.892915,1347.231703,628.7785134,809.6719635,428.2850684,4,1,17,1,4,0.10508341,0.0262709,0.446604492,0.0262709,0.105011679,21,11,0.551687902,0.288979377,17.2,6.6,0,0,19.2,30.1,1.956644429
Worth County,Missouri,"2,042","2,015","2,049",302.132913,85.93457288,11.28887224,56.04563306,70.26929706,1,0,2,0,1,0.493096647,0,0.986193294,0,0.496277928,1,1,0.493096647,0.493096647,17.2,6.6,0,0,15.9,25.3,1.956644429
Wright County,Missouri,"18,219","18,260","18,339",2296.464954,1140.128598,150.4130005,557.8415447,425.6297764,5,1,13,2,5,0.273597811,0.0547196,0.711354309,0.109439124,0.273822576,9,5,0.49247606,0.273597811,17.2,6.6,0,0,24.1,37.5,1.956644429
St. Louis city,Missouri,"315,878","312,389","307,866",19195.87345,10629.0955,2120.343973,4335.201227,2533.626877,107,0,128,24,21,0.341695833,0,0.408757632,0.076642056,0.067223877,283,353,0.903737578,1.127276908,17.2,6.6,0,0,25.5,39.3,1.956644429
Beaverhead County,Montana,"9,298","9,471","9,453",2422.038664,857.3484352,39.16980585,454.1452093,441.5882149,3,0,5,0,2,0.317662008,0,0.529436679,0,0.211170942,9,16,0.952986023,1.694197374,11.4,4.6,0,0,17,20.7,1.66060919
Big Horn County,Montana,"13,309","13,448","13,444",6045.348642,3258.241708,104.4176642,2102.845452,492.0815544,4,0,15,0,4,0.299154887,0,1.121830828,0,0.297441989,2,7,0.149577444,0.523521053,11.4,4.6,0,0,31,39.5,1.66060919
Blaine County,Montana,"6,674","6,707","6,744",2207.767173,1276.068185,164.3600563,717.5835086,230.5290798,4,0,4,0,4,0.600871263,0,0.600871263,0,0.596391857,2,3,0.300435632,0.450653447,11.4,4.6,0,0,29.6,40.4,1.66060919
Broadwater County,Montana,"5,713","5,785","5,933",1432.071432,409.0896855,53.54587541,322.3779032,186.3813106,1,0,2,0,1,0.172771251,0,0.345542502,0,0.172860846,2,6,0.345542502,1.036627505,11.4,4.6,0,0,10.8,15.8,1.66060919
Carbon County,Montana,"10,403","10,485","10,691",3626.766204,1037.192321,50.16123014,767.19339,618.3765291,5,0,8,2,4,0.476281196,0,0.762049914,0.190512479,0.381497383,9,19,0.857306154,1.809868546,11.4,4.6,0,1,11.7,15,1.66060919
Carter County,Montana,"1,147","1,175","1,223",1159.999998,436.242295,16.31202433,202.9999989,268.9999994,1,0,1,0,,0.849617672,0,0.849617672,0,,0,2,0,1.699235344,11.4,4.6,0,0,13.9,23.1,1.66060919
Cascade County,Montana,"81,887","81,536","81,604",20699.70812,7643.647859,478.1726325,4814.599147,3172.891345,10,2,29,8,11,0.122717455,0.0245435,0.35588062,0.098173964,0.134909734,69,66,0.846750442,0.809935205,11.4,4.6,0,1,14.4,19.2,1.66060919
Chouteau County,Montana,"5,772","5,778","5,752",4150.573464,2023.147232,105.4758865,1248.869413,571.9305254,2,0,3,0,3,0.345184674,0,0.517777011,0,0.519210815,1,5,0.172592337,0.862961685,11.4,4.6,0,0,17.6,22.9,1.66060919
